x,y
0.799868,0.275509
0.005258,0.145949
0.588640,0.223972
0.493928,0.020709
0.586529,0.213021
0.877284,0.592881
0.131639,0.863077
0.992885,0.438797
0.109648,0.928118
0.627205,0.683579
0.486868,0.667889
0.033107,0.219621
0.853660,0.432769
0.737275,0.451694
0.364519,0.698172
0.839269,0.100194
0.063035,0.837535
0.375537,0.680525
0.115594,0.846308
0.713937,0.673115
0.135803,0.592197
0.291503,0.196500
0.405948,0.231946
0.675032,0.514119
0.173338,0.286103
0.160474,0.621079
0.969894,0.150664
0.903080,0.820339
0.636734,0.607079
0.282675,0.948027
0.337452,0.112681
0.117107,0.376502
0.945733,0.454230
0.048982,0.051601
0.343828,0.734716
0.705597,0.492068
0.825352,0.336219
0.702379,0.718064
0.259373,0.363834
0.198743,0.406477
0.651584,0.298718
0.049785,0.559941
0.498672,0.907911
0.459514,0.083405
0.618717,0.682105
0.150869,0.957204
0.857560,0.266724
0.369912,0.792863
0.755974,0.444380
0.836462,0.105873
0.168819,0.553836
0.554764,0.474178
0.536157,0.226247
0.177124,0.757210
0.586059,0.352198
0.174858,0.215791
0.698241,0.237503
0.855747,0.182246
0.191151,0.276754
0.324410,0.780234
0.031151,0.419536
0.757385,0.817669
0.709766,0.077320
0.646176,0.419636
0.515646,0.448078
0.525915,0.669212
0.004410,0.060633
0.128670,0.518625
0.290028,0.300134
0.304533,0.890363
0.643657,0.446651
0.096894,0.343669
0.702527,0.965793
0.521599,0.914715
0.236768,0.888551
0.689593,0.314184
0.305699,0.487951
0.151606,0.022442
0.580222,0.821113
0.477140,0.103118
0.291537,0.005111
0.779014,0.280835
0.062350,0.930495
0.812954,0.380163
0.200032,0.139953
0.248272,0.862691
0.628573,0.387313
0.217526,0.333599
0.332489,0.753794
0.262178,0.618831
0.607573,0.990860
0.869573,0.939481
0.446975,0.059013
0.977243,0.036340
0.852208,0.418825
0.153225,0.126190
0.459069,0.934667
0.436896,0.508630
0.844897,0.248357
0.903156,0.068753
0.407681,0.154222
0.196913,0.017706
0.533678,0.117327
0.373658,0.849064
0.889091,0.602228
0.427475,0.465629
0.584662,0.279922
0.439666,0.030253
0.330172,0.401695
0.067867,0.161936
0.853781,0.215217
0.308557,0.323793
0.153098,0.768500
0.839566,0.036279
0.014360,0.767133
0.074034,0.422539
0.895212,0.026468
0.438504,0.457942
0.170747,0.810841
0.318576,0.052197
0.459819,0.750877
0.598853,0.045245
0.084828,0.006381
0.107592,0.383513
0.474427,0.140192
0.611674,0.302886
0.396660,0.912755
0.634941,0.565492
0.678209,0.487736
0.584668,0.700149
0.235653,0.689055
0.097858,0.160369
0.657100,0.537528
0.577250,0.797961
0.354746,0.844858
0.875557,0.765059
0.624346,0.425317
0.849850,0.646859
0.500682,0.906536
0.091112,0.962315
0.094475,0.705288
0.272575,0.475497
0.611353,0.881374
0.049898,0.263765
0.383708,0.619012
0.970760,0.593314
0.281650,0.049126
0.760580,0.933582
0.616661,0.341780
0.522095,0.587268
0.229775,0.658085
0.791306,0.870521
0.141993,0.653606
0.563301,0.641709
0.586121,0.706081
0.628980,0.721986
0.385098,0.922418
0.198452,0.038396
0.819350,0.275333
0.305883,0.196602
0.912085,0.263421
0.844893,0.167745
0.366340,0.560992
0.157201,0.964814
0.978237,0.886852
0.996511,0.138622
0.609234,0.736711
0.073019,0.718396
0.426634,0.621269
0.377872,0.000031
0.841168,0.640213
0.696142,0.696315
0.892901,0.906449
0.689264,0.752501
0.129092,0.141099
0.927760,0.095963
0.261526,0.779144
0.218607,0.595965
0.347165,0.410667
0.602421,0.364031
0.284091,0.633896
0.496728,0.947016
0.356170,0.630574
0.606222,0.788841
0.189367,0.027942
0.788852,0.535208
0.005648,0.489320
0.196724,0.882195
0.396771,0.868324
0.642936,0.587104
0.886815,0.534411
0.641661,0.094193
0.350951,0.828214
0.748732,0.705275
0.254238,0.313723
0.045048,0.486465
0.933468,0.554881
0.397908,0.263384
0.680201,0.479951
0.044865,0.289952
0.028371,0.794674
0.821500,0.020655
0.307161,0.008458
0.960585,0.647866
0.900755,0.576054
0.241199,0.703554
0.183458,0.836517
0.914259,0.487810
0.762311,0.646708
0.269613,0.934932
0.021096,0.267425
0.497203,0.929467
0.816276,0.915476
0.203835,0.917832
0.889130,0.283917
0.224757,0.928362
0.444767,0.436074
0.915015,0.333074
0.671670,0.219923
0.007687,0.930056
0.476660,0.234098
0.680942,0.645739
0.153135,0.574475
0.208640,0.840599
0.248056,0.416851
0.856402,0.261330
0.722686,0.340256
0.187566,0.554392
0.206483,0.472080
0.444690,0.180228
0.647824,0.713803
0.017774,0.735789
0.691674,0.949562
0.043190,0.660459
0.823677,0.004816
0.626493,0.259886
0.366293,0.260715
0.993484,0.448806
0.898798,0.145677
0.388551,0.104461
0.636412,0.187816
0.398083,0.337376
0.574097,0.584338
0.916305,0.789987
0.030647,0.386004
0.911165,0.700686
0.035194,0.937847
0.407141,0.713159
0.901285,0.469232
0.465002,0.751437
0.571927,0.082774
0.065149,0.929503
0.399473,0.072891
0.432738,0.339710
0.223905,0.842418
0.423751,0.869986
0.039043,0.860079
0.221731,0.629879
0.451343,0.123958
0.410842,0.477045
0.488505,0.311577
0.182870,0.511504
0.246861,0.542277
0.205456,0.076431
0.036197,0.615780
0.850141,0.542666
0.715783,0.879607
0.491332,0.087233
0.932752,0.923321
0.405430,0.220331
0.717663,0.867270
0.035909,0.801235
0.691076,0.309922
0.367403,0.169581
0.394789,0.802300
0.635982,0.866533
0.069022,0.778044
0.357502,0.336867
0.377231,0.608786
0.430412,0.443732
0.240580,0.351505
0.737617,0.738437
0.218766,0.527628
0.088160,0.157384
0.414461,0.490947
0.342952,0.108767
0.351374,0.397050
0.880488,0.038429
0.650039,0.242127
0.181420,0.033960
0.988639,0.772970
0.880144,0.059686
0.595693,0.212075
0.367666,0.940415
0.786440,0.778478
0.466070,0.704553
0.072944,0.426664
0.977326,0.331019
0.891232,0.103363
0.430632,0.343427
0.552688,0.791839
0.431296,0.913936
0.148569,0.345025
0.927624,0.842923
0.549231,0.154074
0.809157,0.574209
0.908859,0.699476
0.601462,0.484035
0.906791,0.921181
0.504814,0.681670
0.769260,0.899037
0.726011,0.887152
0.284375,0.745377
0.120119,0.191403
0.766845,0.545867
0.480536,0.274886
0.324486,0.881372
0.219558,0.493234
0.237265,0.175518
0.294101,0.839368
0.285825,0.181705
0.356637,0.245322
0.817810,0.999908
0.754488,0.756612
0.975562,0.237477
0.457366,0.689643
0.149814,0.142982
0.568964,0.406359
0.866647,0.678009
0.602259,0.641731
0.236493,0.084527
0.950181,0.564664
0.019997,0.185920
0.072590,0.294134
0.357195,0.413463
0.087000,0.669836
0.517157,0.449076
0.877628,0.318792
0.438333,0.618758
0.084784,0.391931
0.871347,0.522587
0.851271,0.599046
0.672930,0.652436
0.418762,0.561799
0.313877,0.052428
0.171828,0.544709
0.103349,0.104116
0.109077,0.102692
0.285351,0.168789
0.376363,0.623366
0.549564,0.429002
0.290768,0.028040
0.910045,0.150416
0.384185,0.338691
0.768311,0.432198
0.711076,0.603954
0.938602,0.745823
0.594886,0.574119
0.431351,0.978449
0.124014,0.709511
0.008629,0.257670
0.277708,0.107931
0.386823,0.397229
0.212420,0.694096
0.541293,0.597985
0.302376,0.053529
0.066484,0.595403
0.153202,0.970496
0.783669,0.542650
0.325296,0.528471
0.271776,0.886620
0.141431,0.921269
0.794402,0.722868
0.510350,0.220232
0.723833,0.614599
0.941165,0.759018
0.892923,0.287020
0.831639,0.295767
0.621593,0.085229
0.986337,0.203400
0.694217,0.314931
0.317215,0.811972
0.951999,0.516064
0.768716,0.765366
0.027130,0.166290
0.281126,0.062259
0.126693,0.432634
0.932637,0.935273
0.150977,0.431271
0.128360,0.896283
0.045475,0.104146
0.621427,0.955204
0.334703,0.474731
0.260149,0.983435
0.557233,0.299430
0.150733,0.296133
0.574009,0.500544
0.050344,0.549086
0.963480,0.823941
0.281211,0.971854
0.927270,0.521794
0.981242,0.044879
0.960907,0.952107
0.964729,0.163871
0.341786,0.144994
0.016598,0.438751
0.220674,0.700792
0.394709,0.605894
0.163784,0.663560
0.549864,0.711938
0.918266,0.697740
0.988387,0.529677
0.178448,0.099534
0.033593,0.169680
0.875433,0.318032
0.114982,0.809360
0.837261,0.121975
0.814784,0.813317
0.979768,0.784200
0.897292,0.305625
0.873975,0.891784
0.716683,0.093812
0.554627,0.124690
0.657504,0.744199
0.760880,0.210442
0.430451,0.696711
0.924191,0.426423
0.203659,0.107413
0.494531,0.254433
0.277213,0.356279
0.556496,0.363685
0.144580,0.375266
0.451621,0.991999
0.153499,0.457217
0.728417,0.051181
0.767631,0.588516
0.962527,0.464992
0.691722,0.532884
0.605746,0.361333
0.251204,0.343889
0.581418,0.643850
0.076177,0.470858
0.106832,0.277044
0.598128,0.637777
0.485409,0.889375
0.921227,0.033666
0.213252,0.051243
0.377277,0.627216
0.014932,0.510185
0.117752,0.734439
0.608410,0.857564
0.374503,0.580692
0.382284,0.080871
0.114228,0.972389
0.436820,0.378674
0.372873,0.920365
0.058604,0.440039
0.502491,0.220977
0.709353,0.110153
0.750873,0.225497
0.972213,0.746973
0.230444,0.179327
0.753837,0.626873
0.854698,0.785210
0.155922,0.906046
0.520748,0.764771
0.823248,0.888849
0.337006,0.194370
0.940551,0.457098
0.190919,0.328023
0.805440,0.538564
0.346579,0.809098
0.977296,0.796871
0.404319,0.384520
0.939343,0.715526
0.890221,0.898591
0.442379,0.143603
0.093814,0.184488
0.774028,0.987834
0.962813,0.977382
0.916624,0.541223
0.694064,0.757897
0.371775,0.100176
0.913524,0.276913
0.469193,0.130235
0.656690,0.253602
0.634721,0.985846
0.116673,0.644457
0.810976,0.105555
0.304399,0.785123
0.863118,0.237584
0.677522,0.360082
0.383331,0.805084
0.496949,0.191705
0.724123,0.462880
0.055941,0.623597
0.917440,0.734813
0.341583,0.245046
0.767242,0.212547
0.563789,0.225181
0.346655,0.156096
0.511966,0.984583
0.178500,0.605340
0.431653,0.512978
0.742974,0.925065
0.806219,0.622032
0.187851,0.481950
0.945993,0.562111
0.273194,0.421745
0.676153,0.954342
0.884697,0.699002
0.603486,0.827837
0.484163,0.927752
0.096937,0.292339
0.178235,0.685409
0.495934,0.541334
0.903947,0.477823
0.506195,0.020241
0.662577,0.132176
0.071060,0.384943
0.052227,0.918397
0.039014,0.225031
0.314701,0.647258
0.782881,0.603410
0.383537,0.474090
0.529525,0.315093
0.186363,0.110687
0.063341,0.716220
0.016469,0.170865
0.912703,0.222723
0.801905,0.459487
0.697506,0.672474
0.448603,0.216300
0.719471,0.085782
0.333057,0.784487
0.509867,0.413513
0.638799,0.566159
0.649997,0.962430
0.536974,0.408529
0.547012,0.918245
0.919823,0.054554
0.203474,0.138385
0.217095,0.289456
0.798523,0.237567
0.453893,0.740311
0.443567,0.292777
0.145445,0.157978
0.942840,0.631847
0.332518,0.701960
0.709132,0.662588
0.457438,0.236746
0.079415,0.115071
0.802475,0.711641
0.097110,0.331041
0.190252,0.637130
0.278990,0.081169
0.749334,0.502569
0.223548,0.950952
0.788768,0.081676
0.233280,0.281935
0.777843,0.692903
0.543064,0.983710
0.826857,0.505958
0.539558,0.180472
0.168989,0.301041
0.843156,0.651764
0.494404,0.929317
0.761527,0.304916
0.684874,0.850386
0.642041,0.834440
0.546359,0.931867
0.970873,0.285447
0.428711,0.200183
0.280964,0.206157
0.232239,0.464626
0.459946,0.988649
0.154981,0.978247
0.184265,0.587447
0.460060,0.466305
0.140590,0.653414
0.995511,0.703190
0.271965,0.188542
0.925721,0.071117
0.493192,0.625519
0.926163,0.140607
0.458192,0.465493
0.045410,0.426218
0.761202,0.478647
0.646190,0.052093
0.698332,0.841961
0.566581,0.126062
0.863296,0.696946
0.139669,0.761386
0.704894,0.599265
0.202691,0.857863
0.222121,0.930877
0.813702,0.487706
0.103525,0.746118
0.547914,0.593691
0.339299,0.489867
0.712742,0.800498
0.932028,0.776177
0.247875,0.702230
0.248257,0.854964
0.735326,0.942615
0.728587,0.249088
0.074101,0.583650
0.934325,0.320882
0.365147,0.671650
0.803549,0.584419
0.541945,0.024323
0.505563,0.360546
0.551138,0.569062
0.102347,0.088442
0.170758,0.458978
0.548539,0.897053
0.234389,0.470620
0.651591,0.484408
0.138964,0.900785
0.317564,0.915018
0.801060,0.064366
0.128898,0.915680
0.638868,0.190559
0.682473,0.973407
0.806682,0.926642
0.548077,0.387245
0.907754,0.084941
0.688925,0.465835
0.611517,0.777104
0.513405,0.795268
0.201029,0.054711
0.678483,0.416061
0.508147,0.314688
0.898177,0.649233
0.185096,0.220523
0.492570,0.990250
0.247236,0.663688
0.846217,0.894250
0.732762,0.904796
0.845318,0.527355
0.785517,0.403671
0.898258,0.655164
0.461899,0.526647
0.164807,0.047360
0.386938,0.677889
0.911642,0.580969
0.759699,0.555263
0.051653,0.275963
0.915113,0.956560
0.926070,0.131015
0.145357,0.426542
0.080355,0.390795
0.011067,0.962276
0.251447,0.808392
0.806351,0.147030
0.287801,0.629843
0.489050,0.247425
0.269102,0.629590
0.751041,0.486443
0.018980,0.187353
0.107048,0.960332
0.710270,0.913499
0.491969,0.762774
0.140548,0.399801
0.686571,0.054813
0.486514,0.791433
0.445023,0.574883
0.189529,0.459760
0.456695,0.440919
0.191628,0.279619
0.526572,0.490156
0.862168,0.049929
0.665435,0.146697
0.978818,0.425054
0.724325,0.202049
0.580022,0.654665
0.949398,0.281193
0.530206,0.448737
0.020226,0.650402
0.823392,0.678811
0.705031,0.321193
0.497909,0.168167
0.828291,0.727294
0.565948,0.276054
0.137613,0.722098
0.575759,0.670016
0.254083,0.415933
0.703478,0.920147
0.567915,0.656136
0.365696,0.094686
0.700398,0.901017
0.773033,0.612838
0.198317,0.324815
0.087220,0.225751
0.986007,0.893208
0.900018,0.644737
0.168301,0.422490
0.812571,0.023238
0.125129,0.350059
0.323553,0.183246
0.137093,0.841224
0.898655,0.361654
0.279779,0.556277
0.305276,0.797887
0.293333,0.603765
0.938484,0.965264
0.580652,0.695332
0.603807,0.754716
0.025074,0.693070
0.882969,0.717377
0.572155,0.924491
0.696662,0.783494
0.317874,0.537356
0.781804,0.481325
0.890279,0.164306
0.683559,0.063517
0.995531,0.631521
0.419500,0.305845
0.209275,0.740643
0.107358,0.507851
0.385988,0.055560
0.476386,0.982843
0.733084,0.077793
0.725883,0.734488
0.767239,0.696614
0.791045,0.296840
0.617148,0.445947
0.067176,0.893262
0.835950,0.058032
0.382156,0.876894
0.970061,0.057140
0.932167,0.957436
0.671069,0.315950
0.220682,0.877026
0.072396,0.332073
0.385311,0.446977
0.370700,0.832010
0.414562,0.076401
0.926054,0.100390
0.874713,0.696481
0.855039,0.634238
0.007224,0.482118
0.130643,0.046879
0.414096,0.135135
0.938122,0.824596
0.012953,0.913122
0.865791,0.967086
0.851377,0.533246
0.302960,0.110468
0.436447,0.393238
0.429466,0.827313
0.841033,0.821227
0.682004,0.237866
0.891214,0.611854
0.410430,0.795943
0.297650,0.296277
0.440664,0.312607
0.729305,0.570705
0.368462,0.188421
0.711825,0.344137
0.963183,0.767126
0.218718,0.847940
0.696227,0.084168
0.887053,0.669355
0.166248,0.838775
0.401169,0.614190
0.636019,0.246585
0.374672,0.324335
0.486465,0.291992
0.900375,0.892193
0.056054,0.207484
0.141418,0.498781
0.479660,0.922248
0.041828,0.886081
0.033591,0.766855
0.813175,0.408028
0.464190,0.410384
0.807259,0.198130
0.408445,0.214869
0.154270,0.604673
0.981204,0.587494
0.131478,0.639235
0.743929,0.549182
0.898399,0.241712
0.796215,0.834411
0.116075,0.881982
0.460248,0.283381
0.322652,0.499612
0.152356,0.408187
0.348272,0.242394
0.132041,0.544573
0.185311,0.600313
0.129979,0.797044
0.744613,0.293656
0.168763,0.874094
0.853356,0.145496
0.403753,0.019360
0.739876,0.162676
0.501669,0.682665
0.382003,0.357763
0.457775,0.546057
0.131822,0.510918
0.774184,0.515939
0.952537,0.965330
0.840904,0.339997
0.133274,0.976289
0.815108,0.300023
0.561490,0.654512
0.326005,0.290898
0.730602,0.082446
0.205994,0.843540
0.650686,0.606915
0.900348,0.372750
0.814687,0.387411
0.078852,0.176746
0.731918,0.502580
0.715502,0.820767
0.980057,0.432043
0.312537,0.891233
0.393723,0.143560
0.175917,0.522851
0.036135,0.164798
0.822656,0.606055
0.661696,0.122074
0.896040,0.682004
0.628465,0.086691
0.543054,0.234386
0.754389,0.411072
0.676608,0.541656
0.856445,0.708105
0.738939,0.557835
0.262361,0.432364
0.426387,0.219807
0.912531,0.719112
0.113971,0.312926
0.879560,0.352742
0.825038,0.984174
0.298545,0.637066
0.572877,0.956718
0.788164,0.503555
0.653777,0.425845
0.621579,0.198137
0.685182,0.357163
0.641267,0.389152
0.920098,0.571803
0.110515,0.728977
0.098611,0.373183
0.125010,0.561144
0.584919,0.080074
0.292988,0.734539
0.364085,0.190113
0.036922,0.218180
0.133498,0.368730
0.832520,0.728586
0.308620,0.650483
0.219340,0.966108
0.070986,0.795177
0.154012,0.737258
0.204795,0.814512
0.151365,0.100578
0.351597,0.240907
0.818224,0.454390
0.635935,0.949161
0.010749,0.212073
0.018949,0.279199
0.954547,0.379215
0.482954,0.979965
0.551008,0.619977
0.310729,0.425440
0.317552,0.674277
0.009619,0.553175
0.563776,0.113869
0.344202,0.797746
0.844020,0.609175
0.559533,0.985644
0.717005,0.940511
0.238761,0.590207
0.374911,0.912709
0.514623,0.428899
0.096106,0.562791
0.695740,0.115072
0.896293,0.259898
0.044942,0.495700
0.825264,0.366823
0.839425,0.141110
0.614280,0.909508
0.690133,0.579544
0.963292,0.015092
0.325731,0.814284
0.609444,0.924628
0.797609,0.352726
0.817240,0.050964
0.869987,0.208082
0.909041,0.419056
0.604399,0.031863
0.936729,0.290940
0.094610,0.809593
0.520216,0.132096
0.298726,0.307366
0.522573,0.078845
0.495633,0.455887
0.016998,0.121907
0.084803,0.925567
0.200392,0.364062
0.775616,0.757599
0.299958,0.534756
0.118183,0.124626
0.597186,0.009791
0.328854,0.532767
0.407619,0.960493
0.541524,0.384797
0.238525,0.697741
0.175117,0.801403
0.779786,0.488795
0.073933,0.325957
0.572529,0.615114
0.788824,0.624360
0.723187,0.878296
0.552873,0.907217
0.287374,0.325573
0.726782,0.607849
0.894660,0.842306
0.738489,0.449175
0.873208,0.029323
0.000143,0.283214
0.980681,0.558867
0.631648,0.217133
0.204936,0.829388
0.762473,0.944866
0.256497,0.060496
0.287904,0.852891
0.627384,0.094583
0.440625,0.362874
0.952031,0.988112
0.266324,0.232169
0.320225,0.976948
0.846448,0.172473
0.843954,0.562634
0.687455,0.686145
0.624819,0.656511
0.006884,0.604616
0.258933,0.605251
0.814698,0.454696
0.414335,0.782336
0.439881,0.689371
0.836280,0.727847
0.493414,0.473037
0.782222,0.969179
0.803620,0.785764
0.915401,0.080025
0.987741,0.250809
0.049649,0.854526
0.426391,0.925850
0.437243,0.126398
0.619683,0.056498
0.814569,0.638412
0.681762,0.060098
0.267470,0.498195
0.525315,0.704324
0.305350,0.970076
0.369556,0.125282
0.663005,0.883678
0.609901,0.465613
0.812651,0.413139
0.183045,0.760357
0.464453,0.216829
0.970672,0.545119
0.014938,0.459206
0.425468,0.474035
0.526698,0.081458
0.524981,0.349277
0.702676,0.207279
0.423665,0.980315
0.714428,0.937316
0.947771,0.371963
0.897169,0.072071
0.179082,0.570583
0.980326,0.747669
0.030326,0.784108
0.189172,0.169345
0.539302,0.633198
0.391424,0.504915
0.169287,0.414110
0.924031,0.572018
0.848349,0.432128
0.659789,0.386018
0.801264,0.346939
0.572280,0.236220
0.345392,0.299073
0.171176,0.065787
0.294540,0.077846
0.102368,0.488135
0.619893,0.072244
0.236488,0.627554
0.845321,0.418145
0.842616,0.371293
0.068476,0.200288
0.902773,0.234668
0.632947,0.851884
0.855378,0.521478
0.303562,0.516037
0.851785,0.123937
0.841352,0.418349
0.309061,0.195961
0.707459,0.453680
0.004243,0.489517
0.533389,0.265756
0.458539,0.162275
0.389067,0.680352
0.824134,0.240965
0.123050,0.654928
0.657244,0.253184
0.907346,0.556485
0.474395,0.539405
0.397451,0.346369
